Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	Assets	MarketCap	Revenue	Country
L BRANDS, INC.	US311029810	13.63	2	New York Stock Exchange (NYSE)	Industrial company	6.929061175220342	7.289885544825181	7.084719267743934	US
L-3 COMMUNICATIONS HOLDINGS, INC.	US133937434	18.89	1	New York Stock Exchange (NYSE)	Industrial company	7.081599348723196	7.025756887535897	7.0197807718993905	US
L.B. FOSTER COMPANY	US251324733	11.7	1	NASDAQ National Market	Industrial company	5.7533233236920776	5.066173056625978	5.795549132649766	US
L.S. STARRETT COMPANY (THE)	US041866480	0.41	18	New York Stock Exchange (NYSE)	Industrial company	5.326894757723609	4.897478636160444	5.383008839767407	US
LA JOLLA PHARMACEUTICAL CO	US330361285	9.22	6	NASDAQ National Market	Industrial company	5.111759717971937	5.454205901122095	3.024485667699167	US
LA QUINTA HOLDINGS INC.	US901032961	10.63	2	New York Stock Exchange (NYSE)	Industrial company	6.475067259051466	6.156400423922244	6.012826683449042	US
LA-Z-BOY INC	US380751137	19.98	1	New York Stock Exchange (NYSE)	Industrial company	5.889080295987788	6.119471662863837	6.153935535729095	US
LABORATORY CORP OF AMERICA HOLDINGS	US133757370	20.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	7.149323854316863	7.117543854218787	6.938524778573667	US
LABSTYLE INNOVATIONS CORP.	US452973162	0.0	105	NASDAQ National Market	Industrial company	3.7056926965377035	4.447452631226993	2.9159272116971158	US
LADENBURG THALMANN FINANCIAL SERVICES INC	US650701248	3.47	5	NYSE MKT	Financial company	5.75918343069581	5.694126772897874	6.0614973387870545	US
LAKE SHORE BANCORP INC	US204729288	0.0	112	NASDAQ National Market	Bank	4.86853864336278	4.903865595384676	3.5381965783494542	US
LAKE SUNAPEE BANK GROUP	US020430695	0.83	11	NASDAQ National Market	Bank	6.1814210882591505	5.132583048049433	4.752363485275562	US
LAKELAND BANCORP, INC	US222953275	9.45	1	NASDAQ National Market	Bank	6.5876605749581465	5.6782834140725145	5.138684709250121	US
LAKELAND FINANCIAL CORP	US351559596	11.66	1	NASDAQ National Market	Bank		5.914599637793352	5.051156382825619	US
LAKELAND INDUSTRIES INC	US133115216	3.26	6	NASDAQ National Market	Industrial company	4.969457848637532	4.807602669916495	4.998847592007072	US
LAM RESEARCH CORP	US942634797	18.16	1	NASDAQ National Market	Industrial company	6.971491504058305	7.1219476144969	6.7209290179569825	US
LAMAR ADVERTISING COMPANY	US721449411	18.04	3	NASDAQ National Market	Financial company	6.5268230652202615	6.72647169049649	6.131425209472048	US
LANCASTER COLONY CORP	US131955943	14.61	2	NASDAQ National Market	Industrial company	5.84643422980816	6.523513263490744	6.04317161823642	US
LANDAUER INC	US061218089	23.01	1	New York Stock Exchange (NYSE)	Industrial company	5.31961608176802	5.581878009225975	5.179881982182656	US
LANDEC CORP	US943025618	11.47	1	NASDAQ National Market	Industrial company	5.539660622102565	5.491725788155714	5.731796596667644	US
LANDMARK BANCORP, INC.	US431930755	0.44	19	NASDAQ National Market	Bank	5.943680955403081	4.965164057402598	4.632072431957763	US
LANDMARK INFRASTRUCTURE PARTNERS LP	US611742322	0.0	110	NASDAQ National Market	Financial company	5.584056310397026	5.259072795241668	4.44387291877104	US
LANDS' END, INC.	US362512786	7.78	8	NASDAQ National Market	Industrial company	6.110093523258019	5.7460360485709705	6.152220748221035	US
LANDSTAR SYSTEM INC	US061313069	18.13	1	NASDAQ National Market	Industrial company	5.99916143689001	6.457520540543496	6.521463421053989	US
LANNETT COMPANY, INC.	US230787699	17.68	2	New York Stock Exchange (NYSE)	Industrial company	5.706518934042304	5.940891847946196	5.609421510670477	US
LANTHEUS HOLDINGS, INC.	US352318913	3.12	11	NASDAQ National Market	Industrial company	5.384496781137869	4.828743654456028	5.467551873015476	US
LANTRONIX INC	US330362767	0.79	12	NASDAQ National Market	Industrial company	4.461978476528678	4.223988882570092	4.632932832219644	US
LAPORTE BANCORP, INC.	US352456698	0.12	31	NASDAQ National Market	Bank	4.957712615836635	4.952932827709724	3.5284024379536176	US
LAREDO PETROLEUM, INC.	US453007926	9.02	5	New York Stock Exchange (NYSE)	Industrial company	6.25846678748075	6.415348850316303	5.78293175887941	US
LAS VEGAS SANDS CORP.	US270099920	5.09	3	New York Stock Exchange (NYSE)	Industrial company	7.3193862919071435	7.564761432895211	7.0677573692579685	US
LASALLE HOTEL PROPERTIES	US364219376	29.92	1	New York Stock Exchange (NYSE)	Financial company	6.609524724446505	6.414089829859785	6.085142457484961	US
LATTICE SEMICONDUCTOR CORP	US930835214	14.26	1	NASDAQ National Market	Industrial company	5.8953788933824365	5.834379370614666	5.608490732344729	US
LAWSON PRODUCTS INC	US362229304	7.16	7	NASDAQ National Market	Industrial company	5.124161740574622	5.223636097077225	5.440649371856009	US
LAYNE CHRISTENSEN CO	US480920712	5.670000000000001	11	NASDAQ National Market	Industrial company	5.689005013159347	5.240219658470587	5.83442769811906	US
LCNB CORP.	US311626393	0.3	19	NASDAQ National Market	Bank	6.107390435791387	5.2258569745052155	4.690878007126146	US
LDR HOLDING CORPORATION	US203933262	9.02	3	NASDAQ National Market	Industrial company	5.355336561512381	5.789124322232943	5.216060285923142	US
LEAR CORP	US133386776	19.74	1	New York Stock Exchange (NYSE)	Industrial company	6.973395786071113	6.940450638507032	7.260343357281175	US
LEE ENTERPRISES INC	US420823980	3.2	6	New York Stock Exchange (NYSE)	Industrial company	5.8738005603905945	5.0447905439893335	5.811939445815584	US
LEGACY RESERVES LP	US161751069	0.0	120	NASDAQ National Market	Industrial company	6.207666944984368	5.233001189830074	5.529917763683403	US
LEGACYTEXAS FINANCIAL GROUP INC	US149183822L	17.57	1	NASDAQ National Market	Financial company		6.107131246638535	5.54406928518988	US
LEGG MASON INC	US521200960	18.88	1	New York Stock Exchange (NYSE)	Bank		6.559770931679468	6.477121399484465	US
LEGGETT & PLATT INC	US440324630	27.39	1	New York Stock Exchange (NYSE)	Industrial company	6.471834386689144	6.825302303471929	6.592975856702633	US
LEIDOS HOLDINGS, INC.	US203562868	16.82	1	New York Stock Exchange (NYSE)	Industrial company	6.5276300297420855	6.559992637931945	6.673205373946795	US
LEMAITRE VASCULAR, INC.	US042825458	6.99	2	NASDAQ National Market	Industrial company	4.957631227661623	5.431350895983698	4.894055629502795	US
LENDINGCLUB CORPORATION	US510605731	6.6400000000000015	7	New York Stock Exchange (NYSE)	Financial company	6.762951131102623	6.263777575831601	5.991086015297583	US
LENDINGTREE, INC.	US262414818	10.66	3	NASDAQ National Market	Financial company	5.470971741200654	5.983760207763094	5.405204589331006	US
LENNAR CORP	US954337490	25.4	2	New York Stock Exchange (NYSE)	Financial company	7.1589505025531865	6.923708796617342	6.976533792957747	US
LENNOX INTERNATIONAL INC	US420991521	16.68	1	New York Stock Exchange (NYSE)	Industrial company	6.224636897590676	6.775891101565528	6.540004070100768	US
LEUCADIA NATIONAL CORP	US132615557	16.21	1	New York Stock Exchange (NYSE)	Insurance company		6.813652697942281	7.477121269196145	US
LEVEL 3 COMMUNICATIONS, INC.	US470210602	14.79	3	New York Stock Exchange (NYSE)	Industrial company	7.380518776153225	7.283614079454069	6.915347115100284	US
LEXICON PHARMACEUTICALS, INC.	US760474169	7.56	6	NASDAQ National Market	Industrial company	5.814221617217533	6.152373359910659	5.113993460317803	US
LEXINGTON REALTY TRUST	US133717318	26.79000000000001	1	New York Stock Exchange (NYSE)	Financial company	6.580743012628436	6.3469974819727	5.634316017218415	US
LEXMARK INTERNATIONAL INC	US061308215	19.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	6.592443361238804	6.376011824218602	6.550375254312428	US
LGI HOMES, INC.	US463088013	10.95	3	NASDAQ National Market	Industrial company	5.791482221855279	5.742590816945069	5.799503896178721	US
LGL GROUP, INC. (THE)	US381799862	1.77	10	NYSE MKT	Industrial company	4.198767021009409	3.944334591970782	4.31626397191069	US
LHC GROUP, INC.	US710918189	16.41	1	NASDAQ National Market	Industrial company	5.752858630898574	5.871204446173676	5.911885440914729	US
LIBBEY INC	US341559357	10.24	2	NYSE MKT	Industrial company	5.930666367761825	5.567353435018421	5.916575533983692	US
LIBERTY BROADBAND CORPORATION	US471211994	14.04	2	NASDAQ National Market	Industrial company	6.552149916509033	6.178669380925764	4.959913876767155	US
LIBERTY INTERACTIVE CORPORATION - QVC GROUP	USMAC8E6	0.0	100	NASDAQ National Market	Industrial company	7.1801545881366895	7.087350422213439	6.9623220200951055	US
LIBERTY INTERACTIVE CORPORATION - VENTURES GROUP	USME3281	0.0	100	NASDAQ National Market	Industrial company	6.780965101523277	6.703164425177845	5.913814382010811	US
LIBERTY MEDIA CORPORATION - BRAVES GROUP	USMFC246	0.0	100	NASDAQ National Market	Industrial company	5.9289082017801435	5.2062320243263	5.385608060814725	US
LIBERTY MEDIA CORPORATION - SIRIUSXM GROUP	USMFC245	0.0	100	NASDAQ National Market	Industrial company	7.4313798649263205	6.514792057586049	6.658202348794403	US
LIBERTY PROPERTY TRUST	US237768996	30.37	1	New York Stock Exchange (NYSE)	Financial company	6.816746908903721	6.738731499457297	5.9078271813588765	US
LIBERTY TAX, INC.	US273561876	3.67	8	NASDAQ National Market	Industrial company	5.26516464801277	5.119951654870725	5.209978550694635	US
LIBERTY TRIPADVISOR HOLDINGS, INC.	US463337365	15.48	2	NASDAQ National Market	Industrial company	6.862429615720896	6.219154471833882	6.19451461938684	US
LIFELOCK, INC.	US562508977	12.81	1	New York Stock Exchange (NYSE)	Industrial company	5.772915521064707	6.088773413304368	5.768985693638038	US
LIFEPOINT HEALTH, INC.	US201538254	16.91	1	NASDAQ National Market	Industrial company	6.7779196372926975	6.4600788240945715	6.7171960975776	US
LIFETIME BRANDS, INC.	US112682486	8.25	5	NASDAQ National Market	Industrial company	5.600245196856682	5.314375005776536	5.7691342599661875	US
LIFEVANTAGE CORPORATION	US900224471	3.41	3	NASDAQ National Market	Industrial company	4.599686613055127	5.277363923360215	5.279523219889208	US
LIFEWAY FOODS INC	US363442829	3.29	5	NASDAQ National Market	Industrial company	4.812371821415643	5.176895406548762	5.074040744698959	US
LIGAND PHARMACEUTICALS INC	US770160744	18.98	1	NASDAQ National Market	Industrial company	5.724720588814022	6.407765544921175	4.856819484788921	US
LIGHTBRIDGE CORPORATION	US911975651	2.44	2	NASDAQ National Market	Industrial company	3.3439990690571615	3.983175072037813	2.959994838328416	US
LIGHTPATH TECHNOLOGIES INC	US860708398	3.22	4	NASDAQ National Market	Industrial company	4.104350519242735	4.4505723987445975	4.135546068335079	US
LILIS ENERGY, INC.	US743231613	0.38	15	NASDAQ National Market	Industrial company	3.594282028811806	3.561459171241916	2.598790506763115	US
LIME ENERGY CO.	US364197337	0.13	9	NASDAQ National Market	Industrial company	4.760173597574053	4.3710308994663265	5.051630947859173	US
LIMELIGHT NETWORKS, INC.	US201677033	6.5500000000000025	5	NASDAQ National Market	Industrial company	5.353392993764011	5.169921188955665	5.232775097323092	US
LIMONEIRA COMPANY	US770260692	7.58	2	NASDAQ National Market	Industrial company	5.430350838536545	5.371540708544193	5.001352889371873	US
LINCOLN EDUCATIONAL SERVICES CORP	US571150621	7.53	6	NASDAQ National Market	Industrial company	5.317543122917938	4.588518204065269	5.2860543254360675	US
LINCOLN ELECTRIC HOLDINGS INC	US341860551	16.880000000000006	1	NASDAQ National Market	Industrial company	6.251436719462848	6.617378453262077	6.404113627381242	US
LINCOLN NATIONAL CORPORATION	US351140070	20.97	1	New York Stock Exchange (NYSE)	Insurance company	8.401291955310924	7.042676731026005	6.98236174686273	US
LINDSAY CORPORATION	US470554096	20.590000000000003	1	New York Stock Exchange (NYSE)	Industrial company	5.729544631207997	5.87187578535195	5.74832914978161	US
LINEAR TECHNOLOGY CORP	US942778785	22.99	1	NASDAQ National Market	Industrial company	6.275099339444607	7.052242179260368	6.16883323952921	US
LINKEDIN CORPORATION	US470912023	9.26	3	New York Stock Exchange (NYSE)	Industrial company	6.8457923558806115	7.190289387421078	6.475803635205629	US
LION BIOTECHNOLOGIES, INC.	US753254381	10.989999999999998	2	NASDAQ National Market	Industrial company	5.023885943840229	5.451256672276956	0.0	US
LIONBRIDGE TECHNOLOGIES INC	US043398462	11.69	3	NASDAQ National Market	Industrial company	5.474608118167471	5.438599301704939	5.748176393962492	US
LIPOCINE INC.	US990370688	3.73	12	NASDAQ National Market	Industrial company	4.656845350779752	5.219083934768473	0.0	US
LIQTECH INTERNATIONAL, INC.	US201431677	0.0	109	NYSE MKT	Industrial company	4.448319764933496	4.460281278177911	4.199041734461483	US
LIQUIDITY SERVICES, INC.	US522209244	13.96	2	NASDAQ National Market	Industrial company	5.46012925828767	5.326364539806095	5.598928321430256	US
LITHIA MOTORS INC	US930572810	24.92	2	New York Stock Exchange (NYSE)	Industrial company	6.508839337975575	6.291719519311648	6.895657476687824	US
LITTELFUSE INC	US363795742	19.01	1	NASDAQ National Market	Industrial company	6.027048147657831	6.407742277354491	5.938452174122493	US
LIVE NATION ENTERTAINMENT, INC.	US203247759	11.95	2	New York Stock Exchange (NYSE)	Industrial company	6.789315683478947	6.690436470818183	6.860082266619079	US
LIVE OAK BANCSHARES, INC.	US264596286	1.06	9	NASDAQ National Market	Bank	6.022322362349267	5.678324405487983	5.041290021601786	US
LIVE VENTURES INCORPORATED	US850206668	0.19	6	NASDAQ National Market	Industrial company	4.609220776636167	4.459935016851525	4.52336922097828	US
LIVEPERSON INC	US133861628	17.91	1	NASDAQ National Market	Industrial company	5.354483000693728	5.586513040716869	5.378421523018107	US
LKQ CORPORATION	US364215970	17.599999999999994	1	NASDAQ National Market	Industrial company	6.751882231118272	7.007691418448983	6.856887961618113	US
LM FUNDING AMERICA, INC.	US473844457	0.0	103	NASDAQ National Market	Financial company	4.164739384291432	4.472771071780873	3.8427340189482697	US
LMI AEROSPACE INC	US431309065	0.38	21	NASDAQ National Market	Industrial company	5.619073494608474	5.05850194342965	5.574143590707226	US
LOCKHEED MARTIN CORP	US521893632	28.75	1	New York Stock Exchange (NYSE)	Industrial company	7.691329093214172	7.8638943545813405	7.664002292770219	US
LOEWS CORP	US149209459L	13.29	1	New York Stock Exchange (NYSE)	Insurance company		7.139281142400376	7.477121269196145	US
LOGMEIN, INC.	US201515952	21.12	1	NASDAQ National Market	Industrial company	5.658679028582449	6.1836601061417165	5.433931364627913	US
LORAL SPACE & COMMUNICATIONS INC.	US870748324	5.85	6	NASDAQ National Market	Industrial company	5.331668166977056	5.901155790154427	0.0	US
LOUISIANA PACIFIC CORP	US930609074	19.59	1	New York Stock Exchange (NYSE)	Industrial company	6.337718961613752	6.416479572249806	6.277036117653942	US
LOWE'S COMPANIES, INC.	US560578072	17.62	1	New York Stock Exchange (NYSE)	Industrial company	7.495072337440716	7.857990635241856	7.771396386015691	US
LOXO ONCOLOGY, INC.	US462996673	4.05	9	NASDAQ National Market	Industrial company	5.197167488971484	5.7556042897575574	0.0	US
LPATH, INC	US161630142	0.19	12	NASDAQ National Market	Industrial company	4.064944426038617	3.772834927239018	3.2043913319193	US
LPL FINANCIAL HOLDINGS INC.	US203717839	10.86	2	NASDAQ National Market	Financial company	6.655240462812496	6.400153948215823	6.630941706442637	US
LRAD CORPORATION	US870361799	3.87	12	NASDAQ National Market	Industrial company	4.598495042273587	4.735415243718834	4.224921345584031	US
LSB INDUSTRIES, INC.	US731015226	13.31	1	New York Stock Exchange (NYSE)	Industrial company	6.134122259288999	5.491381306690588	5.852347001089128	US
LSI INDUSTRIES INC	US310888951	10.09	1	NASDAQ National Market	Industrial company	5.26097721137248	5.447282097756976	5.488350443653382	US
LTC PROPERTIES INC	US710720518	29.340000000000003	1	New York Stock Exchange (NYSE)	Financial company	6.105654925475164	6.248129535184596	5.134189861999813	US
LUBYS INC	US741335253	4.92	7	New York Stock Exchange (NYSE)	Industrial company	5.422029787214192	5.161915766237168	5.595591006723648	US
LUCAS ENERGY, INC.	US980417780	0.71	16	NYSE MKT	Industrial company	4.579097326552644	3.8329557506045986	3.4774106879072515	US
LULULEMON ATHLETICA INC.	US203842867	10.57	6	NASDAQ National Market	Industrial company	6.11862114449637	6.916415939539332	6.31397767734489	US
LUMBER LIQUIDATORS HOLDINGS, INC.	US271310817	22.03	1	New York Stock Exchange (NYSE)	Industrial company	5.659158136879169	5.54020429984206	5.9906837554381855	US
LUMENTUM HOLDINGS INC.	US473108385	15.62	2	NASDAQ National Market	Industrial company	5.709779449085951	6.160656974635036	5.922777860736852	US
LUMINEX CORP	US742747608	18.67	1	NASDAQ National Market	Industrial company	5.604827382922051	5.94652840725724	5.376045625044725	US
LUMOS NETWORKS CORP.	US800697274	22.51	1	NASDAQ National Market	Industrial company	5.872373657047568	5.482657811375464	5.310204588898006	US
LUNA INNOVATIONS INC	US541560050	0.76	7	NASDAQ National Market	Industrial company		4.458668059764898	4.2430628648048065	US
LYDALL INC	US060865505	15.48	1	New York Stock Exchange (NYSE)	Industrial company	5.554199533796417	5.8187970968731255	5.719750460598189	US
M&T BANK CORPORATION	US160968385	18.96	1	New York Stock Exchange (NYSE)	Bank	8.089155518782311	7.278289663878542	6.669095957276355	US
M.D.C. HOLDINGS, INC.	US840622967	19.67	1	New York Stock Exchange (NYSE)	Industrial company	6.383078953812089	6.058189451763552	6.2808143457535985	US
